Település;ár;terület (m^2);Szobák;Építés típusa;Futés;Emelet;Ing. állapota;Lift;Megye
Budapest XXI ker;23 200 000 Ft;56;1 + 2;panel;távfutés;1;jó állapotú;igen;Budapest
Budapest XIII ker;157 000 000 Ft;157;4 + 1;tégla;gáz (cirko);3;jó állapotú;igen;Budapest
Budapest XIV ker;29 900 000 Ft;46;1 + 1;panel;házközponti futés;8;jó állapotú;igen;Budapest
Budapest III ker;31 500 000 Ft;48;2;panel;nincs megadva;2;jó;igen;Budapest
Budapest XI ker;117 640 000 Ft;113;4;tégla;gáz (cirko);2;új építésu;igen;Budapest
Szombathely;25 990 000 Ft;43;2;tégla;gáz (cirko);1;új építésu;nem;Vas
Budapest VII ker;85 000 000 Ft;72;2 + 1;tégla;gáz (cirko);félemelet;felújított;NA;Budapest
Budapest VII ker;85 000 000 Ft;72;2 + 1;tégla;gáz (cirko);félemelet;felújított;nem;Budapest
Budapest IX ker;26 800 000 Ft;47;1 + 1;tégla;gáz (konvektor);3;közepes állapotú;nem;Budapest
Budapest XI ker;66 950 000 Ft;63;1 + 2;tégla;gáz (cirko);1;új építésu;igen;Budapest
Szombathely;39 990 000 Ft;67;3;tégla;gáz (cirko);1;új építésu;nem;Vas
Szombathely;25 990 000 Ft;43;2;tégla;gáz (cirko);1;új építésu;nem;Vas
Budapest XXI ker;23 200 000 Ft;56;1 + 2;panel;távfutés;1;jó állapotú;igen;Budapest
Budapest XIX ker;28 000 000 Ft;58;1 + 2;panel;házközponti futés;10;jó állapotú;igen;Budapest
Budapest XI ker;121 240 000 Ft;117;3 + 1;tégla;gáz (cirko);földszint;új építésu;igen;Budapest
Budapest XII ker;139 900 000 Ft;105;4;tégla;gáz (cirko);földszint;jó állapotú;nem;Budapest
Debrecen;18 500 000 Ft;60;2 + 1;panel;távfutés egyedi mérovel;4;nincs megadva;NA;Hajdú-Bihar
Csongrád;13 000 000 Ft;32;1 + 1;tégla;távfutés;4;nincs megadva;nincs;Csongrád
Budaörs;59 900 000 Ft;95;3;tégla;gáz (cirko);földszint;felújított;nem;Pest
Veszprém;29 900 000 Ft;64;3;tégla;gáz (cirko);3;újszeru;nem;Veszprém
Budapest XI ker;139 000 000 Ft;103;5;tégla;gáz (cirko);1;jó állapotú;nem;Budapest
Budapest XI ker;39 900 000 Ft;53;1 + 1;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Budapest
Budapest VII ker;36 690 000 Ft;46;2;tégla;nincs megadva;3;jó;igen;Budapest
Budapest XVII ker;28 300 000 Ft;67;1 + 2;panel;házközponti;9;nincs megadva;van;Budapest
Budapest XI ker;44 999 000 Ft;54;3;panel;házközponti futés;1;felújított;igen;Budapest
Budapest I ker;59 000 000 Ft;94;2 + 1;tégla;cirkó;földszint;felújított;igen;Budapest
Aszód;20 500 000 Ft;52;2;tégla;házközponti;4;nincs megadva;nincs;Pest
Debrecen;23 500 000 Ft;42;1 + 1;tégla;gáz - konvektor;3;nincs megadva;nincs;Hajdú-Bihar
Szombathely;25 990 000 Ft;40;2;tégla;egyéb;1;új építésu;nem;Vas
Budapest XIII ker;35 600 000 Ft;56;1 + 2;panel;távfutés egyedi mérovel;1;nincs megadva;van;Budapest
Szekszárd;16 500 000 Ft;51;2;panel;távfutés;8;nincs megadva;van;TolBudapest
Miskolc;8 400 000 Ft;28;1;panel;távfutés;4;jó állapotú;nem;Borsod-Abaúj-Zemplén
Szolnok;12 900 000 Ft;52;2;panel;távfutés egyedi mérovel;magasföldszint;jó állapotú;NA;Jász-Budapestgykun-Szolnok
Szombathely;39 990 000 Ft;64;3;tégla;egyéb;1;új építésu;nem;Vas
Budapest XIII ker;22 900 000 Ft;31;1;tégla;gáz (konvektor);nincs megadva;jó állapotú;NA;Budapest
Szeged;15 900 000 Ft;49;2;panel;távfutés;4;felújított;nem;Csongrád
Budapest X ker;31 900 000 Ft;68;2 + 2;panel;távfutés;nincs megadva;jó állapotú;NA;Budapest
Budapest IX ker;44 900 000 Ft;55;1 + 2;tégla;házközponti egyedi mérovel;nincs megadva;nincs megadva;van;Budapest
Szombathely;25 990 000 Ft;40;2;tégla;egyéb;1;új építésu;nem;Vas
Budapest III ker;20 900 000 Ft;25;1;tégla;gáz (konvektor);nincs megadva;jó állapotú;NA;Budapest
Budapest VIII ker;35 000 000 Ft;75;3;tégla;gáz - konvektor;nincs megadva;nincs megadva;nincs;Budapest
Budapest II ker;43 700 000 Ft;55;1 + 1;tégla;nincs megadva;nincs megadva;jó állapotú;NA;Budapest
Budapest II ker;62 900 000 Ft;60;2 + 1;tégla;gáz (cirko);1;felújított;igen;Budapest
Vác;29 900 000 Ft;84;3;tégla;gáz;magasföldszint;átlagos;NA;Pest
Budapest V ker;47 000 000 Ft;38;1;tégla;gáz - konvektor;2;nincs megadva;van;Budapest
Budapest XV ker;25 900 000 Ft;32;1;tégla;gáz (cirko);nincs megadva;jó állapotú;NA;Budapest
Szolnok;12 900 000 Ft;52;2;panel;távfutés egyedi mérovel;földszint;jó állapotú;NA;Jász-Budapestgykun-Szolnok
Budapest IV ker;22 800 000 Ft;36;1;panel;távfutés;4;közepes állapotú;nem;Budapest
Budapest III ker;49 000 000 Ft;65;1 + 2;tégla;cirkó;1;jó;igen;Budapest
Budapest XVIII ker;22 900 000 Ft;43;1 + 2;tégla;távfutés egyedi mérovel;földszint;felújítandó;NA;Budapest
Budapest XV ker;39 800 000 Ft;58;2 + 1;tégla;gáz (cirko);földszint;felújított;nem;Budapest
Kiskunfélegyháza;13 000 000 Ft;63;2;panel;távfutés;4;nincs megadva;nincs;Bács-Kiskun
Budapest XVIII ker;23 900 000 Ft;59;1 + 2;panel;központi futés;8;jó;igen;Budapest
Tatabánya;15 490 000 Ft;55;2;- nem meghatározott -;központi futés;4;jó;NA;Komárom-Esztergom
Budapest IX ker;65 900 000 Ft;101;3;tégla;gáz (cirko);2;felújított;igen;Budapest
Budapest VI ker;25 900 000 Ft;31;1;tégla;egyéb;nincs megadva;jó állapotú;NA;Budapest
Budapest IX ker;33 900 000 Ft;38;1;tégla;egyedi;nincs megadva;felújított;igen;Budapest
Szeged;58 500 000 Ft;78;2 + 1;tégla;gáz (cirko);földszint;felújított;nem;Csongrád
Budapest XI ker;39 300 000 Ft;65;3;panel;házközponti futés;8;felújított;igen;Budapest
Sopron;17 900 000 Ft;28;1;tégla;nincs megadva;nincs megadva;nincs megadva;nincs;Gyor-Moson-Sopron
Budapest XI ker;30 500 000 Ft;41;1 + 1;tégla;gáz;nincs megadva;jó állapotú;NA;Budapest
Budapest VII ker;48 500 000 Ft;85;2 + 1;tégla;gáz (konvektor);nincs megadva;jó állapotú;NA;Budapest
Gyor;46 700 000 Ft;90;3;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Gyor-Moson-Sopron
Gyor;15 900 000 Ft;27;1;tégla;távfutés;3;nincs megadva;nincs;Gyor-Moson-Sopron
Budapest XII ker;114 900 000 Ft;105;4;tégla;gáz (cirko);2;felújított;igen;Budapest
Budapest XIV ker;46 700 000 Ft;55;2 + 1;tégla;gáz (cirko);magasföldszint;jó állapotú;igen;Budapest
Budapest XIII ker;38 500 000 Ft;54;2;panel;házközponti egyedi méréssel;3;újszeru (kevesebb mint 10éves);igen;Budapest
Budapest IX ker;65 900 000 Ft;101;3;tégla;gáz (cirko);2;felújított;igen;Budapest
Budapest XX ker;21 900 000 Ft;37;1;panel;távfutés egyedi mérovel;nincs megadva;nincs megadva;van;Budapest
Budapest III ker;36 700 000 Ft;50;1 + 1;tégla;elektromos;1;nincs megadva;van;Budapest
Szolnok;17 900 000 Ft;69;3;panel;távfutés egyedi mérovel;4;felújított;nem;Jász-Budapestgykun-Szolnok
Budapest II ker;159 900 000 Ft;145;4 + 1;tégla;házközponti egyedi méréssel;földszint;újszeru (kevessebb mint 10éves);igen;Budapest
Budapest XI ker;32 200 000 Ft;63;2 + 1;panel;távfutés egyedi mérovel;nincs megadva;jó állapotú;NA;Budapest
Budapest I ker;52 500 000 Ft;50;1 + 1;tégla;házközponti;nincs megadva;nincs megadva;van;Budapest
Budapest X ker;18 900 000 Ft;25;1;tégla;elektromos;nincs megadva;felújított;NA;Budapest
Budapest XXI ker;21 900 000 Ft;51;1 + 1;tégla;gáz - konvektor;nincs megadva;nincs megadva;nincs;Budapest
Budapest XX ker;23 900 000 Ft;45;1 + 1;panel;távfutés;nincs megadva;nincs megadva;van;Budapest
Budapest II ker;56 900 000 Ft;54;2;tégla;gáz (cirko);1;jó állapotú;nem;Budapest
Budapest XVIII ker;22 900 000 Ft;43;1 + 2;tégla;távfutés egyedi mérovel;földszint;felújítandó;nem;Budapest
Budapest XI ker;43 900 000 Ft;70;2 + 2;panel;központi futés;7;jó;igen;Budapest
Budapest VI ker;52 500 000 Ft;76;3;tégla;gáz (konvektor);nincs megadva;jó állapotú;NA;Budapest
Szolnok;17 900 000 Ft;69;3;panel;távfutés egyedi mérovel;4;felújított;NA;Jász-Budapestgykun-Szolnok
Budapest XII ker;114 900 000 Ft;105;4;tégla;gáz (cirko);2;felújított;igen;Budapest
Budapest XV ker;39 800 000 Ft;58;2 + 1;tégla;gáz (cirko);földszint;felújított;NA;Budapest
Gyor;24 900 000 Ft;56;1 + 2;tégla;távfutés;5;nincs megadva;van;Gyor-Moson-Sopron
Budapest XXI ker;23 900 000 Ft;46;1 + 1;panel;távfutés;6;felújított;igen;Budapest
Budapest XIII ker;46 990 000 Ft;45;2;tégla;központi futés;3;kiváló;igen;Budapest
Budapest XI ker;39 300 000 Ft;65;3;panel;házközponti futés;8;felújított;igen;Budapest
Budapest V ker;46 500 000 Ft;44;2;tégla;elektromos;földszint;jó állapotú;igen;Budapest
Békéscsaba;8 900 000 Ft;38;1;tégla;gáz - konvektor;3;nincs megadva;nincs;Békés
Budapest I ker;24 500 000 Ft;25;1;tégla;házközponti futés;földszint;felújítandó;igen;Budapest
Budapest IV ker;41 700 000 Ft;46;1 + 2;tégla;házközponti egyedi mérovel;2;nincs megadva;nincs;Budapest
Budapest VII ker;49 990 000 Ft;69;3;tégla;gáz (cirko);2;felújított;NA;Budapest
Kaposvár;34 900 000 Ft;110;1 + 3;tégla;gáz (cirko);tetotér;felújított;nem;Somogy
Miskolc;15 990 000 Ft;57;2;tégla;távfutés;1;nincs megadva;nincs;Borsod-Abaúj-Zemplén
Budapest VI ker;39 800 000 Ft;86;2;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Budapest
Budapest III ker;41 800 000 Ft;66;3;panel;központi futés;1;felújított;igen;Budapest
Dunaújváros;14 000 000 Ft;53;2;tégla;távfutés;3;nincs megadva;nincs;Fejér
Szombathely;24 675 000 Ft;41;2;tégla;gáz (cirko);földszint;új építésu;nem;Vas
Budapest VII ker;49 990 000 Ft;69;3;tégla;gáz (cirko);2;felújított;nem;Budapest
Budapest VII ker;62 900 000 Ft;73;2;tégla;gáz - héra;2;nincs megadva;nincs;Budapest
Nyíregyháza;14 900 000 Ft;36;1 + 1;panel;távfutés egyedi mérovel;nincs megadva;nincs megadva;nincs;Szabolcs-Szatmár-Bereg
Budapest XXI ker;23 900 000 Ft;46;1 + 1;panel;távfutés;6;felújított;igen;Budapest
Miskolc;11 190 000 Ft;55;1 + 2;panel;távfutés;1;nincs megadva;nincs;Borsod-Abaúj-Zemplén
Budapest XIII ker;41 600 000 Ft;65;2;tégla;gáz - konvektor;2;nincs megadva;nincs;Budapest
Budapest III ker;33 500 000 Ft;49;2;panel;központi futés;3;jó;igen;Budapest
Budapest XIV ker;46 700 000 Ft;55;2 + 1;tégla;gáz (cirko);magasföldszint;jó állapotú;igen;Budapest
Budapest V ker;46 500 000 Ft;44;2;tégla;elektromos;földszint;jó állapotú;igen;Budapest
Tapolca;12 900 000 Ft;47;2;tégla;távfutés;4;nincs megadva;nincs;Veszprém
Budapest IX ker;31 500 000 Ft;37;1;tégla;gáz - konvektor;2;nincs megadva;van;Budapest
Budapest XIV ker;34 900 000 Ft;47;1 + 1;tégla;gáz - konvektor;1;közepes állapotú;nincs;Budapest
Budapest VII ker;55 000 000 Ft;97;3;nincs megadva;gáz (konvektor);földszint;nincs megadva;NA;Budapest
Budapest XIII ker;85 000 000 Ft;135;5;nincs megadva;nincs megadva;2;nincs megadva;NA;Budapest
Budapest III ker;28 900 000 Ft;31;1;nincs megadva;elektromos;földszint;nincs megadva;NA;Budapest
Budapest XI ker;84 900 000 Ft;87;3 + 1;nincs megadva;házközponti futés egyedi méréssel;földszint;nincs megadva;NA;Budapest
Budapest V ker;112 000 000 Ft;83;3;nincs megadva;házközponti;1;nincs megadva;NA;Budapest
Mogyoród;38 900 000 Ft;60;nincs megadva;nincs megadva;nincs megadva;nincs megadva;nincs megadva;NA;Pest
Budapest XIII ker;72 900 000 Ft;70;nincs megadva;nincs megadva;nincs megadva;nincs megadva;nincs megadva;NA;Budapest
Budapest XI ker;34 900 000 Ft;39;1;nincs megadva;házközponti futés egyedi méréssel;földszint;nincs megadva;NA;Budapest
Budapest XI ker;75 900 000 Ft;135;3 + 1;nincs megadva;gáz (cirkó);1;nincs megadva;NA;Budapest
Budapest VI ker;110 000 000 Ft;120;3;nincs megadva;egyéb;1;nincs megadva;NA;Budapest
Budapest XIII ker;71 000 000 Ft;80;nincs megadva;nincs megadva;nincs megadva;nincs megadva;nincs megadva;NA;Budapest
Balatonlelle;31 750 000 Ft;42;nincs megadva;nincs megadva;nincs megadva;nincs megadva;nincs megadva;NA;Somogy
Budapest V ker;210 000 000 Ft;105;3;tégla;házközponti;2;nincs megadva;van;Budapest
Budapest XIII ker;44 900 000 Ft;54;2;tégla;központi futés;földszint;felújított;igen;Budapest
Szeremle;4 900 000 Ft;101;1;tégla;nincs megadva;nincs megadva;nincs megadva;nincs;Bács-Kiskun
Budapest IX ker;99 900 000 Ft;87;2 + 1;tégla;gáz (cirko);1;újszeru;igen;Budapest
Sárvár;19 300 000 Ft;55;2;panel;gáz - cirko;nincs megadva;nincs megadva;nincs;Vas
Budapest XI ker;32 900 000 Ft;46;2;panel;házközponti;nincs megadva;nincs megadva;van;Budapest
Debrecen;25 490 000 Ft;47;2;tégla;gáz - cirko;3;nincs megadva;nincs;Hajdú-Bihar
Lábatlan;8 500 000 Ft;34;1;tégla;elektromos;nincs megadva;nincs megadva;nincs;Komárom-Esztergom
Budapest III ker;135 000 000 Ft;110;4 + 1;tégla;gáz - cirko;2;nincs megadva;nincs;Budapest
Budapest XIV ker;29 800 000 Ft;56;1 + 2;panel;távfutés egyedi mérovel;7;közepes állapotú;igen;Budapest
Budapest XIX ker;25 900 000 Ft;59;1 + 2;panel;távfutés;7;nincs megadva;NA;Budapest
Budapest IV ker;29 900 000 Ft;53;2;panel;házközponti egyedi méréssel;10;jó állapotú;igen;Budapest
Budapest XIII ker;39 000 000 Ft;55;1 + 2;panel;távfutés egyedi mérovel;1;nincs megadva;nincs;Budapest
Tatabánya;16 900 000 Ft;55;2;tégla;távfutés;3;felújítandó;nem;Komárom-Esztergom
Budapest XIII ker;35 000 000 Ft;37;1;tégla;házközponti futés;5;közepes állapotú;igen;Budapest
Miskolc;13 990 000 Ft;61;2 + 1;panel;távfutés;3;nincs megadva;van;Borsod-Abaúj-Zemplén
Budapest IX ker;45 900 000 Ft;52;2;tégla;központi futés;2;újszeru;igen;Budapest
Budapest XXI ker;12 900 000 Ft;42;1 + 2;tégla;házközponti;1;nincs megadva;van;Budapest
Fót;41 340 000 Ft;67;3;tégla;gáz (cirko);1;új építésu;nem;Pest
Budapest XX ker;26 900 000 Ft;58;2;csúszózsalusbeton;távfutés;6;jó állapotú;igen;Budapest
Miskolc;12 800 000 Ft;54;1 + 2;panel;távfutés;9;nincs megadva;van;Borsod-Abaúj-Zemplén
Budapest V ker;210 000 000 Ft;87;3;tégla;házközponti egyedi mérovel;1;nincs megadva;nincs;Budapest
Budapest X ker;30 600 000 Ft;68;3;panel;távfutés;6;nincs megadva;van;Budapest
Szeged;22 890 000 Ft;72;4;panel;távfutés egyedi mérovel;nincs megadva;nincs megadva;NA;Csongrád
Budapest XX ker;26 900 000 Ft;58;2;nincs megadva;távfutés;6;jó állapotú;igen;Budapest
Budapest XIV ker;29 800 000 Ft;56;1 + 2;panel;távfutés egyedi mérovel;7;közepes állapotú;igen;Budapest
Budapest VIII ker;21 400 000 Ft;25;1;tégla;gáz;2;felújított;NA;Budapest
Budapest VI ker;19 490 000 Ft;22;1;tégla;gáz (konvektor);földszint;felújítandó;nem;Budapest
Szolnok;13 200 000 Ft;66;3;tégla;gáz - konvektor;4;nincs megadva;nincs;Jász-Budapestgykun-Szolnok
Budapest XVIII ker;22 900 000 Ft;35;1 + 1;panel;házközponti egyedi méréssel;nincs megadva;jó állapotú;NA;Budapest
Budapest XX ker;29 300 000 Ft;62;2 + 1;panel;távfutés;nincs megadva;jó állapotú;NA;Budapest
Kecskemét;22 900 000 Ft;57;2 + 1;tégla;gáz (cirko);földszint;felújított;nem;Bács-Kiskun
Harkány;6 500 000 Ft;35;1;tégla;elektromos;1;nincs megadva;nincs;Baranya
Fót;32 300 000 Ft;63;1 + 1;tégla;házközponti egyedi mérovel;1;nincs megadva;nincs;Pest
Kecskemét;21 000 000 Ft;55;1 + 2;panel;távfutés egyedi mérovel;4;nincs megadva;van;Bács-Kiskun
Debrecen;21 400 000 Ft;55;2;tégla;gáz - konvektor;3;nincs megadva;nincs;Hajdú-Bihar
Budapest III ker;25 900 000 Ft;35;1;tégla;gáz (konvektor);3;felújítandó;NA;Budapest
Budapest XX ker;32 900 000 Ft;63;2 + 1;panel;házközponti egyedi mérovel;4;nincs megadva;nincs;Budapest
Tata;48 895 000 Ft;110;4;- nem meghatározott -;egyedi;1;jó;NA;Komárom-Esztergom
Budapest III ker;25 900 000 Ft;35;1;tégla;gáz (konvektor);3;felújítandó;nem;Budapest
Tata;48 895 000 Ft;110;4;- nem meghatározott -;egyedi;1;jó;NA;Komárom-Esztergom
Budapest VI ker;19 490 000 Ft;22;1;tégla;gáz (konvektor);földszint;felújítandó;NA;Budapest
Tata;22 990 000 Ft;64;2 + 1;- nem meghatározott -;cirkó;félemelet;jó;NA;Komárom-Esztergom
Tatabánya;15 500 000 Ft;53;2;- nem meghatározott -;központi futés;1;jó;NA;Komárom-Esztergom
Nyíregyháza;31 000 000 Ft;79;3;tégla;távfutés;2;nincs megadva;nincs;Szabolcs-Szatmár-Bereg
Budapest IX ker;55 900 000 Ft;56;2 + 1;tégla;nincs megadva;1;nincs megadva;NA;Budapest
Budapest VIII ker;25 900 000 Ft;41;1;tégla;házközponti futés;nincs megadva;felújítandó;NA;Budapest
Budapest V ker;84 900 000 Ft;68;2;tégla;gáz - cirko;3;nincs megadva;van;Budapest
Budapest XVIII ker;26 900 000 Ft;60;2 + 1;panel;távfutés egyedi mérovel;nincs megadva;jó állapotú;NA;Budapest
Budapest II ker;67 900 000 Ft;80;2 + 2;tégla;házközponti futés;1;felújítandó;nem;Budapest
Budapest XVIII ker;27 990 000 Ft;60;2 + 1;panel;távfutés;nincs megadva;nincs megadva;NA;Budapest
Pécs;12 600 000 Ft;36;1 + 1;panel;távfutés egyedi mérovel;2;jó állapotú;NA;Baranya
Tatabánya;18 500 000 Ft;53;2;panel;távfutés;félemelet;nincs megadva;NA;Komárom-Esztergom
Budapest XIV ker;74 900 000 Ft;100;3;tégla;házközponti egyedi mérovel;nincs megadva;nincs megadva;van;Budapest
Budapest V ker;69 900 000 Ft;82;2 + 1;tégla;gáz - cirko;4;nincs megadva;van;Budapest
Budapest I ker;65 000 000 Ft;55;1 + 2;tégla;elektromos;1;felújított;igen;Budapest
Budapest X ker;21 999 000 Ft;52;2;tégla;távfutés;nincs megadva;felújítandó;NA;Budapest
Budapest XIV ker;28 500 000 Ft;34;1;csúsztatott zsalu;központi futés;félemelet;felújított;igen;Budapest
Gyömro;36 900 000 Ft;63;3;tégla;gáz (cirko);1;új építésu;nem;Pest
Budapest XI ker;33 200 000 Ft;37;2;tégla;nincs megadva;nincs megadva;felújított;NA;Budapest
Budapest XIII ker;39 900 000 Ft;35;1 + 1;tégla;házközponti egyedi méréssel;8;jó állapotú;igen;Budapest
Budapest I ker;39 990 000 Ft;35;1 + 1;tégla;elektromos;1;felújított;igen;Budapest
Budapest XX ker;27 900 000 Ft;68;3;nincs megadva;távfutés egyedi mérovel;nincs megadva;jó állapotú;NA;Budapest
Kecskemét;13 800 000 Ft;46;2;tégla;gáz (konvektor);magasföldszint;közepes állapotú;nem;Bács-Kiskun
Budapest III ker;32 400 000 Ft;52;2;panel;távfutés egyedi mérovel;10 felett;nincs megadva;NA;Budapest
Budapest X ker;27 900 000 Ft;64;3;nincs megadva;távfutés;nincs megadva;jó állapotú;NA;Budapest
Budapest V ker;169 000 000 Ft;94;3;tégla;gáz (cirko);4;felújított;igen;Budapest
Budapest VIII ker;32 900 000 Ft;58;2;tégla;gáz (konvektor);nincs megadva;felújítandó;NA;Budapest
Budapest XI ker;48 700 000 Ft;51;1 + 2;tégla;távfutés;2;nincs megadva;van;Budapest
Tatabánya;14 890 000 Ft;56;2;- nem meghatározott -;központi futés;4;jó;NA;Komárom-Esztergom
Miskolc;42 000 000 Ft;56;2;tégla;házközponti egyedi mérovel;2;nincs megadva;van;Borsod-Abaúj-Zemplén
Budapest XX ker;23 900 000 Ft;100;3 + 1;tégla;gáz (cirko);nincs megadva;jó állapotú;NA;Budapest
Budapest VII ker;32 900 000 Ft;39;1 + 2;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Budapest
Budapest VIII ker;43 900 000 Ft;89;3;tégla;gáz - konvektor;3;nincs megadva;nincs;Budapest
Pécs;22 500 000 Ft;43;2 + 1;tégla;gáz (cirko);tetotér;újszeru;nem;Baranya
Budapest XIV ker;38 000 000 Ft;68;2 + 1;panel;központi futés;4;felújításra szorul;igen;Budapest
Budapest VII ker;52 900 000 Ft;60;1 + 2;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Budapest
Budapest I ker;65 000 000 Ft;55;1 + 2;tégla;elektromos;1;felújított;igen;Budapest
Budapest I ker;39 990 000 Ft;35;1 + 1;tégla;elektromos;1;felújított;igen;Budapest
Budapest V ker;169 000 000 Ft;94;3;tégla;gáz (cirko);4;felújított;igen;Budapest
Szeremle;4 500 000 Ft;85;1 + 1;tégla;házközponti;nincs megadva;nincs megadva;nincs;Bács-Kiskun
Gyömro;36 900 000 Ft;63;3;tégla;gáz (cirko);1;új építésu;NA;Pest
Pápa;14 800 000 Ft;52;2;tégla;gáz - konvektor;nincs megadva;nincs megadva;nincs;Veszprém
Szolnok;14 900 000 Ft;55;2;tégla;gáz (konvektor);4;közepes állapotú;NA;Jász-Budapestgykun-Szolnok
Komárom;21 500 000 Ft;49;2;panel;távfutés egyedi mérovel;1;felújított;nem;Komárom-Esztergom
Szolnok;14 900 000 Ft;55;2;tégla;gáz (konvektor);4;közepes állapotú;nem;Jász-Budapestgykun-Szolnok
Budapest IX ker;49 990 000 Ft;64;2 + 1;tégla;gáz - konvektor;4;nincs megadva;van;Budapest
Budapest XIII ker;39 900 000 Ft;35;1 + 1;tégla;házközponti egyedi méréssel;8;jó állapotú;igen;Budapest
Budapest XI ker;48 950 000 Ft;51;2;tégla;nincs megadva;3;nincs megadva;nincs;Budapest
Székesfehérvár;27 900 000 Ft;68;3;panel;házközponti futés;4;jó állapotú;igen;Fejér
Budapest I ker;119 900 000 Ft;101;3 + 1;tégla;gáz (cirko);magasföldszint;jó állapotú;NA;Budapest
Dunakeszi;32 900 000 Ft;42;1 + 1;tégla;gáz (cirko);földszint;újszeru;nem;Pest
Tatabánya;14 990 000 Ft;49;2 + 1;- nem meghatározott -;központi futés;3;jó;NA;Komárom-Esztergom
Budapest VII ker;36 900 000 Ft;62;2;tégla;gáz - konvektor;1;nincs megadva;van;Budapest
Budapest XVII ker;34 900 000 Ft;75;3;panel;távfutés egyedi mérovel;4;újszeru;nem;Budapest
Miskolc;12 450 000 Ft;29;1;tégla;gáz - cirko;nincs megadva;nincs megadva;nincs;Borsod-Abaúj-Zemplén
Budapest II ker;68 000 000 Ft;65;2 + 1;tégla;gáz (cirko);1;jó állapotú;nem;Budapest
Budapest IX ker;45 900 000 Ft;54;2;tégla;házközponti egyedi méréssel;2;újszeru;igen;Budapest
